-1.816732617297902030e-01,1.076483592326240029e+02,1.824289000569850439e+00,3.679770831591028801e-01,5.229658028414466680e-08,1.232164122280956509e+00,1.481839773616847045e-01,2.935616812231683248e+00,3.581709090909086513e+01,1.267391412206700721e-02,-1.690598020873180542e-04,1.356698699830412580e-01,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
-8.301470588235291270e-01,1.187420894377842870e+02,2.109146226616190223e+00,5.391497246181242708e-01,3.096902286001704050e-08,3.776152040104431840e-01,3.754484094496393642e-02,2.843123179252523780e+00,3.579756756756754754e+01,2.990122526689474938e-02,-7.886977886977599751e-04,9.502262443438916351e-02,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
9.396834369700431955e-01,4.219003939297984829e+01,1.528278212523522528e-01,6.950363560122112087e-03,4.725602358450713610e-08,1.727695586603233302e+00,-2.186248938661716074e-02,1.700332618544676322e+00,3.571290909090906496e+01,2.761242982773772642e-02,-7.169938913058142814e-04,7.687959299039004435e-02,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
1.074038461538474182e-01,4.160687173752202739e+01,1.775946998040494051e-01,2.788737100459617087e-03,2.787284794316307217e-08,9.879268772136196031e-01,9.756253422992167135e-02,1.483260353880956117e+00,3.570081081081082175e+01,1.950445248937228079e-02,7.528957528957787423e-05,1.402714932126696845e-01,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
-7.361990950226238173e-02,4.312163324147278587e+01,3.501443527187674681e-02,1.144251625638955348e-03,5.174644549257699402e-08,7.722615972480996183e-01,6.254517838548397102e-02,1.501585182028345233e+00,3.574472727272727468e+01,1.938645688989766233e-02,4.417194508938031196e-04,1.493212669683258165e-01,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
2.639853024307515228e-01,7.115496421548033368e+01,3.326633222468008272e-02,1.482783174857616040e-05,3.297692667974924173e-08,4.186480320807404176e-01,5.395593644174593445e-02,1.675880385993126831e+00,3.580585585585582464e+01,2.247995978277271545e-02,5.208845208845139024e-04,8.592425098925945970e-02,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
7.257070135746613859e-01,1.124464290503452872e+02,3.743095570734153443e-01,1.309373334903189134e-01,3.284132396521506350e-08,-3.669275047219366231e-02,4.634389757999108489e-02,2.194539389457517586e+00,3.584709090909088758e+01,1.894227856820101391e-02,2.376755404278474556e-04,1.176470588235294240e-01,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
-1.083674392312042878e+00,3.930585427347403993e+01,7.375954627790134999e-02,1.387839334817119862e-03,4.984947271309135282e-08,2.752762416207286122e-01,7.879024281174872024e-02,1.498930245285643226e+00,3.581450450450446965e+01,1.967019690740601581e-02,-5.075465075465243354e-04,1.492368569813453949e-01,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
3.632352941176417160e-02,2.448305855878848192e+01,6.364914939886728504e-03,1.421127555771570383e-05,9.451366625722695340e-08,2.889830169102967083e-01,2.717582285311756930e-03,1.343691390075956171e+00,3.578418181818179278e+01,1.056424657915049428e-02,-5.770574577900578839e-06,1.538461538461538547e-01,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
6.738835500282634727e-02,1.688965796083600424e+01,2.718225161534869577e-03,6.819167839276931266e-07,8.373381184360746979e-08,9.507966567341104291e-02,1.131767152248426556e-01,1.480778375003689362e+00,3.581342342342341567e+01,1.828185214932912667e-02,4.933309933310231704e-04,1.537591859807800887e-01,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
-3.836029411764681485e-01,7.738712148983587724e+01,2.465482579891535922e-02,6.996313584996438270e-05,3.471285404221866418e-08,-7.193148977189262050e-02,-2.608975238975577357e-02,1.472253867015341555e+00,3.587290909090902602e+01,2.687836083156228476e-02,7.123052994612355309e-04,1.493212669683258165e-01,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
-1.567533936651557269e-01,9.026158769621463307e+01,4.346938777962089384e-02,7.048824063409114306e-03,4.094252750590406913e-08,-1.596722511728110028e-01,1.228960841171548024e-01,1.467060675243674339e+00,3.588855855855851473e+01,1.307268983583206347e-02,-2.141102141102242554e-04,9.502262443438916351e-02,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
6.561107970604895812e-01,8.554834522239215744e+01,2.922388551231904982e-02,2.369839666834319854e-03,4.831964704834952260e-08,-2.550337500539472946e-01,3.446804405972107160e-02,1.491094776094480823e+00,3.584423423423418598e+01,2.429360756573089794e-02,-6.060021060021161723e-04,6.331260599208592132e-02,2.700000000000000000e+01,1.750000000000000000e+02,8.000000000000000000e+01
